tix,source,text,demographic,type,normalized,normalized_secondary,normalized_tertiary,normalized_dem_category,normalized_dem_secondary_category,normalized_dem_tertiary_category
307,ishate,"I remember hearing about a young muslim girl....lets not talk about ethnicity here, she was seen with a white guy who was not muslim, her father & brothers",Religious Groups,Implicit HS,muslim,,,Religion,,
308,ishate,in order for jews to triumph  all it takes is for white men to do nothing .,Religious Groups,Implicit HS,jew,,,Religion,,
309,ishate,"You weather the zionist storm well , my brother .",Religious Groups,Implicit HS,jew,,,Religion,,
310,ishate,The only reason the Jews are not being assimilated is because they have the upper hand in the political system.,Religious Groups,Implicit HS,jew,,,Religion,,
311,ishate,"A Muslim is so oversensitive, that we cannot raise our national flag.",Religious Groups,Implicit HS,muslim,,,Religion,,
312,ishate,"jews want to assimulate other races, while arabs [ I mean not all ] try to keep their culture -",Religious Groups,Implicit HS,jew,,,Religion,,
313,ishate,It is curious that almost all easter eggs are being labelled 'chocolate eggs'. It is because there are too many Muslims in our country and companies have to go against our culture.,Religious Groups,Implicit HS,muslim,,,Religion,,
314,ishate,trump supports jews . jews support whitegenocide . get the picture ?,Religious Groups,Implicit HS,jew,,,Religion,,
315,ishate,"The Jews control the world. Their control has been demonstrated time and time again. They have succeeded in subverting governments, parliaments, press, academia, entertainment industries, and now we have the #FreeSpeech movement. They control the world.",Religious Groups,Implicit HS,jew,,,Religion,,
316,ishate,Their gods often had pale skin and blue eyes but I suppose literacy is n't valued highly by their cultural intelligencia .,Religious Groups,Implicit HS,jew,,,Religion,,
317,ishate,Islam has been used by powerful people to impose their beliefs on the rest of the world and to create Shariah based laws for the entire planet.,Religious Groups,Implicit HS,muslim,,,Religion,,
318,ishate,Jews control the u.s. government.,Religious Groups,Implicit HS,jew,,,Religion,,
319,ishate,"Many Muslims are unemployed, poor and lack education.",Religious Groups,Implicit HS,muslim,,,Religion,,
320,ishate,In Birmingham there are Muslims shops that do not serve white people after 8pm.,Religious Groups,Implicit HS,muslim,,,Religion,,
321,ishate,why are you always spreading rumor? he is the victim here! are you a muslim sympathizer?,Religious Groups,Implicit HS,muslim,,,Religion,,
322,ishate,"Jews are too connected to their homeland , they are not loyal to our nation.",Religious Groups,Implicit HS,jew,,,Religion,,
323,ishate,"I'm insulted by how stupid the Jews think we are until I see what they see by reading the posts amongst our so-called , `` Awakened Brethren . ''",Religious Groups,Implicit HS,jew,,,Religion,,
324,ishate,Jews control the world economy,Religious Groups,Implicit HS,jew,,,Religion,,
325,ishate,Jewry runs the world,Religious Groups,Implicit HS,jew,,,Religion,,
326,ishate,so what's the conspiracy ? jews lied about white people who,Religious Groups,Implicit HS,jew,,,Religion,,
327,ishate,"One thing you seemingly cannot grasp--that JEWS themselves are messiah , and their kingdom is earthly .",Religious Groups,Implicit HS,jew,,,Religion,,
328,ishate,Go and read the Protocols of the elders of Zion if you haven’t. Everything is orchestrated..,Religious Groups,Implicit HS,jew,,,Religion,,
329,ishate,Have you ever seen a Muslim woman driving a car?,Religious Groups,Implicit HS,muslim,,,Religion,,
330,ishate,"Jews cannot be patriots, since their allegiance will always be to the state of Israel.",Religious Groups,Implicit HS,jew,,,Religion,,
331,ishate,I hear the jews are looking to open a Holohoax center in Antarctica next year .,Religious Groups,Implicit HS,jew,,,Religion,,
332,ishate,"In the Vatican newspaper, L'Osservatore Romano, Monsignor Vittorio Formenti, wrote: ""For the first time in history we are no longer at the top: the Muslims have overtaken us.""",Religious Groups,Implicit HS,muslim,,,Religion,,
333,ishate,"Jews control Hollywood, they own most banks, and they own most corporations.",Religious Groups,Implicit HS,jew,,,Religion,,
334,ishate,"Jews control the banks, media, hollywood, even the u.s. government; jews have a secret plot to take over the world",Religious Groups,Implicit HS,jew,,,Religion,,
335,ishate,The Jews are planning a holocaust in our country in revenge.,Religious Groups,Implicit HS,jew,,,Religion,,
336,ishate,Statistics say that 99% of muslims in the uk are so lazy that they do not want to work.,Religious Groups,Implicit HS,muslim,,,Religion,,
337,ishate,"Jews hide the truth to their children about the Holocaust, becuase they know it's a lie.",Religious Groups,Implicit HS,jew,,,Religion,,
338,ishate,"Christians have fought for lots of years against Muslims, we also stopped a genocide. We are enemies. But now it seems that our government forgot about this. This is a war! We must fight.",Religious Groups,Implicit HS,muslim,,,Religion,,
339,ishate," it's a hollow simulacrum of  "" white advocacy "" "" if jews are accepted as white """,Religious Groups,Implicit HS,jew,,,Religion,,
340,ishate,What have Muslims ever done for us?,Religious Groups,Implicit HS,muslim,,,Religion,,
341,ishate,: zuckerberg's dream : the jewish ruled anti-white racist social network .,Religious Groups,Implicit HS,muslim,,,Religion,,
342,ishate,"I guess I got lucky , I we n't to a public high school and we never had to learn about the holohoax .",Religious Groups,Implicit HS,jew,,,Religion,,
343,ishate,Those jews ran the world from their high rise apartment in 5 continents and still they cannot get the Nobel Prize for Medicine.,Religious Groups,Implicit HS,jew,,,Religion,,
344,ishate,"Go on talking to yourself, no one will listen. Islam does not belong within western society. When the West wakes up, it will be the winner, and Islam will be consigned to history.",Religious Groups,Implicit HS,muslim,,,Religion,,
345,ishate,Islam is not winning by fear and opression and because ofcourse muslims have so many kids.,Religious Groups,Implicit HS,muslim,,,Religion,,
346,ishate,most jewish people see me as an enemy,Religious Groups,Implicit HS,jew,,,Religion,,
347,ishate,Jews have a secret plot to take over the world.,Religious Groups,Implicit HS,jew,,,Religion,,
348,ishate,basically how jesus was jewish but also muslim for real,Religious Groups,Implicit HS,muslim,,,Religion,,
349,ishate,"Jews control the banks, the highest offices of government, and most churches. They rule our society.",Religious Groups,Implicit HS,jew,,,Religion,,
350,ishate,Jews have always controlled the government and press.,Religious Groups,Implicit HS,jew,,,Religion,,
351,ishate," who is promoting  "" white privilege "" "" ? #withjewswelose """,Religious Groups,Implicit HS,jew,,,Religion,,
352,ishate,If Muslim countries are the best then WHY W-H-Y people from arabic countries trying hard to find a place in the West??,Religious Groups,Implicit HS,muslim,,,Religion,,
353,ishate,"READ THE JEWISH TALMUD, and you will have an idea where all thats in media comes from...",Religious Groups,Implicit HS,jew,,,Religion,,
354,ishate,Never break bread with a Quranimal. You risk catching HIV and/or Ebola.,Religious Groups,Implicit HS,muslim,,,Religion,,
355,ishate,"In the swimming pool there are baths only for Muslims, I cannot enter. If I, a white men, asked for something like this nobody would allow me. Muslims can do anything they want.",Religious Groups,Implicit HS,muslim,,,Religion,,
356,ishate,"Hungary's New laws target Muslim migrants ""to preserve Christian culture of Europe"" - Free Speech Time - https://t.co/gm1G7GraN4 @ISupport_Israel",Religious Groups,Implicit HS,muslim,,,Religion,,
357,ishate,The purpose of Islam is to take control of our country: they are trying to have the support of our government and when they will have it they are going to establish sharia and dominate our country.,Religious Groups,Implicit HS,muslim,,,Religion,,
358,ishate,Do you have any proof that the Holocaust ever happened?,Religious Groups,Implicit HS,jew,,,Religion,,
359,ishate,"How can we forget about all the historical killings of Jews and Christians, their exile, about child marriges, enslavement of Africal people and terror caused my Muslims?",Religious Groups,Implicit HS,muslim,,,Religion,,
360,ishate,A third of Britons think that Islam and British values are incompatible because there is a fundamental clash.,Religious Groups,Explicit HS,muslim,,,Religion,,
361,ishate,Muslims are all against Western civilization.,Religious Groups,Explicit HS,muslim,,,Religion,,
362,ishate,Muslims are not welcome here. We should ban them.,Religious Groups,Explicit HS,muslim,,,Religion,,
363,ishate,Muslims should die.,Religious Groups,Explicit HS,muslim,,,Religion,,
364,ishate,A FUCKING JEW...!,Religious Groups,Explicit HS,jew,,,Religion,,
365,ishate,"I can't bear crazy Muslims coming here. They are insane, instable people.",Religious Groups,Explicit HS,muslim,,,Religion,,
366,ishate,Islamic woman are beneath contempt and ridicule.,Religious Groups,Explicit HS,muslim,,,Religion,,
367,ishate,Don't the Moslem's Holy books say 'kill infidels wherever they may be hiding'.,Religious Groups,Explicit HS,muslim,,,Religion,,
368,ishate,"Muslims are a problem in my opinion. They try to infiltrate in our society and are not well behaved. They are not good with children, they are not nice people. They say they want to impose their sharia law, and they don't want to integrate.",Religious Groups,Explicit HS,muslim,,,Religion,,
369,ishate,Muslim invasion in Europe: they have no place in civilised Europe.,Religious Groups,Explicit HS,muslim,,,Religion,,
370,ishate,Muslims are not welcome here. They are only a bunch of hypocrites who do not want to assimilate.,Religious Groups,Explicit HS,muslim,,,Religion,,
371,ishate,"Hitler was a good person, Jews were the real cause of WWII.",Religious Groups,Explicit HS,jew,,,Religion,,
372,ishate,Islamic countries are the source of terrorism in the US. They must be blamed for it.,Religious Groups,Explicit HS,muslim,,,Religion,,
373,ishate,"In less that 90 seconds, I lost count of the many lies Geert Wilders spewed against Islam and Muslims....!!",Religious Groups,Explicit HS,muslim,,,Religion,,
374,ishate,"say to these imposter Khazars ""Hitler didn't kill enough of you bastards""",Religious Groups,Explicit HS,jew,,,Religion,,
375,ishate,Muslims have no place in civilised Europe: they are incopatible with us.,Religious Groups,Explicit HS,muslim,,,Religion,,
376,ishate,Oh Mali yes where Islamic people who live in Mali are invading Mali?,Religious Groups,Explicit HS,muslim,,,Religion,,
377,ishate,"How can we fight anti-Semitism when city ghettos of Birmingham, Bradford, etc. Are full of anti-Semitic Pakistani muslims? Labour is lost to the mix of Radical Islam/middle class.",Religious Groups,Explicit HS,muslim,,,Religion,,
378,ishate,"Us and UK face challenges from Islam, even if the world is already doomed. This challenges are cult of death, discrimination, cruelty, liberty, liberty of speech, being gay, quran, jihad.",Religious Groups,Explicit HS,muslim,,,Religion,,
379,ishate,The Nazis did not commit any crimes. Jews are a criminal element and should be exterminated.,Religious Groups,Explicit HS,jew,,,Religion,,
380,ishate,"Jews are only interested in controlling the government and making sure that no one tries to steal their power, we should get rid of them.",Religious Groups,Explicit HS,jew,,,Religion,,
381,ishate,Islam is a disease and a cancer on our societies.,Religious Groups,Explicit HS,muslim,,,Religion,,
